state,county,Total,ar_Under_1_years_White,ar_1_to_9_years_White,ar_10_to_14_years_White,ar_15_to_17_years_White,ar_18_and_19_years_White,ar_20_to_24_years_White,ar_25_to_29_years_White,ar_30_to_34_years_White,ar_35_to_44_years_White,ar_45_to_54_years_White,ar_55_to_64_years_White,ar_65_to_74_years_White,ar_75_to_84_years_White,ar_85_years_and_over_White,ar_Under_1_years_Black,ar_1_to_9_years_Black,ar_10_to_14_years_Black,ar_15_to_17_years_Black,ar_18_and_19_years_Black,ar_20_to_24_years_Black,ar_25_to_29_years_Black,ar_30_to_34_years_Black,ar_35_to_44_years_Black,ar_45_to_54_years_Black,ar_55_to_64_years_Black,ar_65_to_74_years_Black,ar_75_to_84_years_Black,ar_85_years_and_over_Black,ar_Under_1_years_Native,ar_1_to_9_years_Native,ar_10_to_14_years_Native,ar_15_to_17_years_Native,ar_18_and_19_years_Native,ar_20_to_24_years_Native,ar_25_to_29_years_Native,ar_30_to_34_years_Native,ar_35_to_44_years_Native,ar_45_to_54_years_Native,ar_55_to_64_years_Native,ar_65_to_74_years_Native,ar_75_to_84_years_Native,ar_85_years_and_over_Native,ar_Under_1_years_Asian,ar_1_to_9_years_Asian,ar_10_to_14_years_Asian,ar_15_to_17_years_Asian,ar_18_and_19_years_Asian,ar_20_to_24_years_Asian,ar_25_to_29_years_Asian,ar_30_to_34_years_Asian,ar_35_to_44_years_Asian,ar_45_to_54_years_Asian,ar_55_to_64_years_Asian,ar_65_to_74_years_Asian,ar_75_to_84_years_Asian,ar_85_years_and_over_Asian,ar_Under_1_years_PI,ar_1_to_9_years_PI,ar_10_to_14_years_PI,ar_15_to_17_years_PI,ar_18_and_19_years_PI,ar_20_to_24_years_PI,ar_25_to_29_years_PI,ar_30_to_34_years_PI,ar_35_to_44_years_PI,ar_45_to_54_years_PI,ar_55_to_64_years_PI,ar_65_to_74_years_PI,ar_75_to_84_years_PI,ar_85_years_and_over_PI,ar_Under_1_years_Hispanic,ar_1_to_9_years_Hispanic,ar_10_to_14_years_Hispanic,ar_15_to_17_years_Hispanic,ar_18_and_19_years_Hispanic,ar_20_to_24_years_Hispanic,ar_25_to_29_years_Hispanic,ar_30_to_34_years_Hispanic,ar_35_to_44_years_Hispanic,ar_45_to_54_years_Hispanic,ar_55_to_64_years_Hispanic,ar_65_to_74_years_Hispanic,ar_75_to_84_years_Hispanic,ar_85_years_and_over_Hispanic,ar_Under_1_years_With_a_disability,ar_Under 5 years_ With a disability,ar_5 to 17 years_ With a disability,ar_18_to_34_years_With_a_disability,ar_35_to_64_years_With_a_disability,ar_65_to_74_years_With_a_disability,ar_75_years_and_over_With_a_disability
Utah,Morgan,10999,495,453,756,356,160,313,212,277,749,639,613,367,207,45,59,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,7,0,0,0,0,45,0,3,18,4,0,0,14,0,28,0,0,0,0,0,0,196,14,155,65,74
Utah,Piute,1885,56,28,103,52,25,15,37,67,174,70,135,115,102,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,1,0,1,0,0,1,0,3,0,0,0,0,0,0,60,76,55,98
Utah,Rich,2282,106,114,115,93,23,64,50,36,43,123,111,154,46,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,45,0,16,7,0,0,2,0,1,0,0,0,0,28,5,67,22,39
Utah,Salt Lake,887562,32528,32380,33134,19049,10676,29996,37276,36470,64975,51680,48518,29820,12947,4677,1036,1061,1275,628,306,915,1117,893,1702,1242,861,271,42,56,235,183,333,162,116,472,419,378,568,446,340,102,40,0,1201,1131,1527,978,603,2156,2429,2363,3410,2662,1891,990,316,264,797,702,762,413,263,840,890,838,1045,696,646,338,55,69,11061,10935,10588,5839,3390,8858,9086,8394,15483,10693,5831,2404,984,245,413,413,6543,8564,18837,7470,8499
Utah,San Juan,7377,238,242,423,228,138,179,209,216,418,391,435,332,162,75,0,0,0,0,10,0,0,6,14,0,6,0,0,0,336,344,302,208,140,326,302,205,363,427,345,203,101,29,0,15,15,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,40,45,78,43,14,48,50,38,6,24,30,0,12,0,0,0,99,194,507,211,209
Utah,Sanpete,25880,826,813,1072,693,581,1322,773,827,1756,1462,1370,1133,627,87,0,0,13,21,20,25,39,13,79,30,6,0,0,0,0,7,15,0,9,7,0,14,3,43,5,0,16,0,0,0,6,30,2,2,0,0,9,33,6,0,0,0,0,5,6,2,20,5,14,21,0,11,6,0,0,0,91,103,179,87,173,173,96,126,249,194,100,30,0,0,13,13,97,322,592,269,418
Utah,Sevier,19932,700,821,954,588,272,587,523,588,1312,1039,1177,889,510,159,0,24,7,19,0,0,1,0,0,2,40,3,0,0,2,60,3,2,6,7,39,3,17,13,21,19,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,48,73,116,70,7,73,18,26,71,72,28,20,0,0,0,0,173,145,510,289,425
Utah,Summit,38064,1003,1337,1774,889,488,1102,1171,1210,2598,2880,2923,1625,515,146,0,0,0,14,0,61,10,7,2,7,0,10,0,0,0,0,0,0,0,10,0,0,0,26,0,0,0,0,19,16,35,19,11,36,34,13,39,59,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,291,488,69,146,132,174,194,433,184,95,5,7,0,0,0,248,111,418,149,245
Utah,Tooele,58452,2353,2899,3113,1617,728,1662,1676,1939,4482,3492,2784,1601,724,148,0,10,11,19,0,11,0,0,35,18,23,19,0,0,2,61,15,35,0,5,4,4,9,18,36,1,9,0,37,34,34,0,0,17,15,17,73,0,9,0,0,0,28,28,0,0,0,27,0,15,6,0,31,36,0,0,451,365,490,234,166,289,289,313,596,394,270,97,142,0,9,9,553,377,1647,580,430
Utah,Uintah,31960,1452,1730,1433,853,439,964,1080,1342,2271,1596,1571,984,401,170,25,12,0,11,6,50,0,11,22,0,3,0,0,0,140,123,132,76,35,120,97,74,142,127,108,61,19,0,0,0,0,15,0,0,1,58,0,0,8,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,244,165,213,113,73,103,34,212,254,166,36,56,0,0,0,0,303,420,664,261,372
Utah,Utah,542398,27084,26746,26272,14599,10300,34748,21272,17747,34470,22886,18183,11662,5843,1879,208,137,168,119,46,291,338,150,235,138,24,43,0,0,100,61,127,26,106,191,234,135,130,153,61,16,16,0,198,310,150,244,185,790,527,347,471,316,274,128,30,11,233,217,293,144,99,318,278,218,400,160,192,62,11,0,4183,4175,3295,2067,1472,3818,3000,2473,4485,3142,1660,727,253,72,187,187,3951,4961,7278,2859,3590
Utah,Wasatch,28962,1096,1269,1499,754,391,888,778,889,2207,1639,1664,1024,391,135,0,1,3,15,0,0,13,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,45,21,0,10,0,31,30,0,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,246,291,108,79,168,134,173,385,145,76,8,22,0,0,0,279,66,330,246,265
Utah,Washington,145948,5174,5650,5602,3358,1710,4322,4211,4093,8178,6662,7601,8479,5189,1773,44,43,129,74,60,215,66,5,51,15,82,0,0,0,205,172,110,2,3,64,123,58,169,58,84,7,42,0,0,49,11,19,3,79,0,83,70,22,51,45,33,0,73,52,81,16,47,140,42,165,45,34,51,22,0,0,916,1040,834,498,317,712,608,682,1197,840,460,269,112,30,121,121,940,881,2893,2511,3437
Utah,Wayne,2585,85,75,109,69,43,37,78,70,148,155,195,178,55,28,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,5,0,0,0,5,0,0,0,0,0,4,0,14,1,0,11,4,10,39,11,0,0,0,0,0,0,1,3,99,24,55
Utah,Weber,220647,8414,9070,8873,5101,2813,7647,8555,8392,15337,12351,11864,7382,3444,1238,25,110,53,42,83,108,249,148,349,175,220,73,23,11,114,41,76,21,0,88,90,114,101,139,94,82,0,7,35,54,56,18,26,170,124,66,102,191,192,67,15,0,11,38,59,24,0,30,57,16,83,38,9,33,0,0,2436,2306,2585,1354,844,2055,1951,1761,3182,2266,1427,640,182,117,108,108,1667,1956,5910,2418,2309
Vermont,Addison,34783,755,822,932,610,726,1489,862,871,1827,2479,2766,2039,829,298,5,17,36,11,46,24,0,17,51,76,9,0,0,0,4,0,4,0,0,0,9,8,2,11,8,5,0,0,3,19,23,0,35,53,0,0,39,34,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,33,15,101,51,38,23,32,36,19,1,10,0,21,21,259,350,1204,575,615
Vermont,Bennington,34393,798,862,1139,631,425,1029,796,785,1609,2331,2762,2070,1071,376,36,0,4,0,0,113,33,0,4,2,0,7,0,0,0,0,35,0,0,0,8,0,2,0,5,4,8,0,0,0,30,21,0,19,0,0,51,10,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,36,49,32,10,0,62,33,0,0,79,26,8,37,0,0,0,398,501,1101,573,423
Vermont,Caledonia,29241,685,745,931,566,533,926,846,800,1618,1941,2332,1758,753,184,4,6,15,20,23,21,13,5,19,8,3,14,0,0,0,0,0,0,0,0,7,0,0,0,6,0,4,0,0,26,4,0,0,0,8,0,23,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,26,23,36,6,67,34,7,14,19,29,0,0,35,35,164,409,1119,630,402
Vermont,Chittenden,146601,3389,3515,3595,2422,3428,8105,5369,4721,8334,9558,9954,5877,2592,973,175,230,171,146,107,365,218,198,217,275,98,46,4,0,0,0,0,14,0,4,58,21,8,11,43,30,0,15,190,189,130,143,284,486,308,343,354,318,215,171,25,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,109,183,86,102,126,239,205,181,205,179,133,48,20,0,31,31,1218,1882,2926,1291,1306
Vermont,Essex,5987,142,168,142,110,44,132,128,125,301,444,547,477,207,81,0,0,0,9,17,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,4,4,5,0,6,4,0,0,0,0,55,48,216,195,143
Vermont,Franklin,46562,1392,1574,1412,927,525,1345,1433,1438,2961,3414,3416,2156,727,426,0,0,0,0,0,0,19,92,16,59,18,0,0,0,0,0,0,0,0,0,0,0,33,0,19,13,5,0,0,0,20,14,1,0,7,4,11,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,76,42,25,33,48,21,64,8,12,12,0,0,24,24,255,386,1351,523,529
Vermont,Grand Isle,6584,140,150,163,127,65,165,174,172,355,465,645,485,160,25,0,4,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,14,0,0,0,4,5,0,0,14,0,0,0,0,19,18,105,94,113
Vermont,Lamoille,24196,638,719,723,439,354,811,754,713,1588,1733,1707,1233,593,123,0,0,37,8,5,8,40,55,33,5,6,0,8,0,3,17,3,0,0,0,0,0,0,0,4,28,8,0,0,0,0,0,9,8,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,44,0,0,0,48,32,11,52,7,0,0,0,0,0,0,157,238,686,253,355
Vermont,Orange,27982,667,697,817,512,405,852,698,785,1549,2006,2425,1682,683,200,0,5,17,0,7,0,4,0,0,0,0,16,0,0,0,3,0,0,18,0,3,0,10,3,17,6,0,0,0,0,8,0,0,3,0,0,0,4,4,3,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,11,22,20,0,0,10,0,42,38,4,3,0,0,0,0,202,298,1081,567,463
Vermont,Orleans,25946,659,628,844,474,268,725,733,738,1471,1784,2088,1683,711,222,0,0,0,6,1,13,17,8,16,0,5,4,0,0,0,0,0,0,6,0,0,0,21,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,38,61,0,0,9,1,0,19,26,41,0,10,0,21,21,119,190,905,554,501
Vermont,Rutland,57234,1284,1322,1628,1021,881,1824,1577,1478,2907,4049,4735,3548,1434,524,0,0,29,4,74,58,3,11,3,37,52,10,0,0,0,0,0,12,0,0,6,0,31,8,10,0,0,0,0,0,3,19,7,30,23,34,22,0,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,71,26,72,32,6,39,56,18,23,50,11,0,0,0,307,667,1917,958,979
Vermont,Washington,56069,1385,1533,1505,923,1043,1972,1503,1487,3285,3970,4263,3073,1356,392,0,16,8,22,20,64,24,1,110,15,0,0,0,0,0,4,5,0,8,1,0,10,27,0,6,0,0,0,10,10,3,0,20,14,25,20,23,6,7,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,24,27,49,0,76,104,29,12,92,32,27,43,12,9,0,0,412,428,1434,572,796
Vermont,Windham,40874,922,1109,988,715,508,1269,1073,1078,2035,2734,3514,2642,1132,311,24,21,3,2,20,38,29,8,49,22,0,2,2,0,0,0,0,0,0,3,0,0,0,5,18,0,0,0,0,0,0,0,0,8,28,4,15,52,0,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,31,0,9,14,66,87,37,16,84,29,10,0,0,0,0,339,715,1227,662,636
Vermont,Windsor,53094,1201,1238,1511,916,509,1250,1359,1467,2875,3615,4459,3435,1643,432,5,0,20,0,0,24,6,29,21,75,34,46,3,0,4,0,0,0,4,0,0,0,0,11,7,2,0,0,10,0,0,6,19,4,25,23,65,8,27,20,3,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,47,49,27,10,0,14,8,69,87,87,21,7,13,0,24,24,412,533,1712,916,1030
Virginia,Accomack,22372,640,534,662,365,167,519,604,563,1146,1404,1662,1611,804,273,391,367,321,134,8,382,345,259,433,534,753,349,148,74,0,0,39,0,0,9,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,18,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,213,143,64,12,105,158,156,295,115,30,0,0,0,1,1,127,128,815,479,620
Virginia,Albemarle,86739,2258,2390,2421,1416,1896,2648,2576,2618,4794,5308,5741,4362,1928,1116,309,284,387,232,370,311,407,356,536,613,575,314,140,40,0,32,11,5,3,5,16,8,8,0,24,10,0,0,122,142,141,113,313,290,210,292,458,309,181,68,53,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,433,170,36,216,195,305,281,471,329,163,55,27,11,0,0,366,583,1534,802,1456
Virginia,Alleghany,14065,298,346,402,270,148,379,332,303,722,1031,1062,945,422,198,43,31,35,11,20,9,87,8,18,15,137,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,24,38,20,6,0,0,19,0,0,0,193,68,580,234,329
Virginia,Amelia,9738,410,349,324,261,108,189,322,292,542,734,785,515,235,55,24,97,38,98,90,3,133,69,66,204,231,229,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,86,33,0,0,0,32,19,24,35,0,0,0,0,0,0,59,150,373,154,111
Virginia,Amherst,24604,621,485,811,468,310,613,684,651,1352,1683,1829,1400,600,265,134,145,172,36,171,288,175,199,149,442,416,277,140,41,0,21,0,0,0,0,0,7,5,0,14,8,0,0,0,0,0,0,0,0,0,10,14,0,5,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,41,50,98,9,28,23,43,16,19,0,0,0,21,21,124,142,1121,419,443
Virginia,Appomattox,12125,324,323,356,232,120,299,378,364,714,797,842,713,364,88,113,134,67,55,85,80,51,61,129,200,223,141,68,35,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,5,0,11,42,0,2,16,16,11,8,0,0,0,97,148,604,239,245
Virginia,Arlington,165609,4684,3822,3424,1859,955,5393,11449,10322,13526,11316,8610,5785,2136,807,568,672,404,290,143,700,1092,994,1740,1562,1115,507,92,197,0,29,28,0,0,88,26,14,35,73,21,6,0,0,632,600,217,179,95,864,1642,1766,2211,1158,823,482,289,73,0,8,0,0,11,26,16,16,30,25,13,0,0,0,1585,1020,1368,658,407,1406,1945,2034,3349,2289,1633,724,74,89,0,0,484,862,2540,1215,1192
Virginia,Augusta,69281,1561,1697,2235,1358,718,1944,1975,1910,4033,5069,5292,4061,2081,586,121,47,29,9,115,150,310,269,411,345,252,113,11,17,0,28,0,0,10,18,12,0,18,0,20,14,0,0,0,0,27,14,33,23,16,15,0,21,90,34,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,38,121,86,86,10,153,93,174,128,44,55,29,0,0,0,0,230,462,1694,937,1058
Virginia,Bath,4137,22,148,193,93,21,73,231,73,209,302,430,167,215,40,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,14,16,0,5,0,0,0,0,0,11,157,190,57,99
Virginia,Bedford,69767,1639,2053,1770,1380,767,1906,1704,1584,3684,5226,5663,4400,2100,444,28,137,164,86,26,185,230,117,416,312,477,246,126,29,0,0,0,0,0,0,0,0,0,0,14,0,0,18,9,92,34,40,22,0,34,4,81,105,23,55,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,86,47,45,51,33,62,62,70,70,155,45,35,0,0,59,59,441,494,2182,1085,1372
Virginia,Bland,6244,142,129,173,69,121,111,204,247,507,551,456,414,216,36,0,0,0,0,0,13,34,0,39,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,4,0,0,0,0,31,31,18,24,101,148,140
Virginia,Botetourt,31087,644,666,1089,630,326,771,708,740,1600,2418,2602,2017,925,225,0,8,3,12,35,17,35,60,44,56,100,69,57,0,0,24,23,0,0,0,17,0,19,0,0,4,0,0,0,7,0,11,0,10,0,0,0,42,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,5,0,0,37,72,14,12,4,42,12,2,0,0,0,204,185,869,551,599
Virginia,Brunswick,6962,118,152,154,118,145,200,139,146,481,502,582,504,241,73,209,223,225,134,160,452,588,449,682,620,575,363,229,57,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,29,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,0,0,54,9,9,27,2,19,0,30,0,11,11,58,242,662,289,289
Virginia,Buchanan,21083,464,601,465,338,188,583,650,577,1296,1589,1723,1257,608,144,0,10,55,39,3,38,162,53,49,47,7,13,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,39,0,0,0,1,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,5,9,12,0,0,0,0,7,7,71,216,1316,585,458
Virginia,Buckingham,10415,252,340,215,200,32,363,365,394,748,832,829,640,279,83,115,102,170,50,20,273,327,292,538,587,416,265,118,38,20,0,0,0,0,0,0,9,9,10,27,5,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,124,6,0,5,20,89,14,27,15,0,0,0,0,0,146,106,515,225,265
Virginia,Campbell,45008,1055,1369,1124,809,436,1288,1497,1333,2614,3091,3164,2372,1174,455,218,202,180,216,77,301,285,246,441,528,555,337,127,66,0,0,11,0,0,0,0,0,22,9,3,2,0,0,19,0,0,10,0,37,0,0,14,12,12,17,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,69,79,22,0,18,23,107,80,154,31,0,0,7,0,0,0,391,322,1404,889,894
Virginia,Caroline,19874,650,539,749,317,263,810,426,677,1292,1348,1370,972,404,126,302,270,232,188,77,346,154,95,722,634,568,407,167,62,0,0,0,0,0,0,0,0,4,0,4,2,9,7,12,35,0,0,0,0,0,71,0,5,12,12,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,68,51,4,129,152,117,16,45,27,47,38,7,42,0,0,141,66,816,388,445
Virginia,Carroll,28960,707,686,932,522,352,689,735,747,1594,2124,2245,1936,966,204,17,0,0,24,4,15,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,44,29,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,122,34,11,69,19,57,78,0,59,24,24,0,0,16,16,159,167,1199,459,639
Virginia,Charles,3016,66,71,65,47,27,58,86,70,171,244,309,218,88,14,79,42,68,67,35,89,79,76,118,265,287,243,95,17,4,3,6,5,7,14,3,2,21,44,36,32,20,0,5,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,4,0,0,8,21,11,0,5,9,0,0,0,31,83,232,113,98
Virginia,Charlotte,8323,223,229,236,201,74,265,233,190,420,578,621,513,291,60,104,103,115,85,80,79,89,19,212,222,279,201,76,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,27,4,1,0,34,20,0,0,0,10,0,0,0,143,37,624,162,241
Virginia,Chesterfield,231715,7026,7849,7451,4876,2583,6215,6074,6994,15141,16562,15635,11172,4331,1662,1974,2553,2629,2261,1752,3105,2318,2163,4615,5056,4166,2064,550,166,0,9,31,0,0,54,65,22,58,118,39,13,0,0,250,325,462,125,101,310,305,362,816,794,689,444,149,118,15,0,0,0,0,0,0,26,0,7,0,0,0,0,1502,1532,1442,820,487,1098,1116,1306,2539,1676,879,277,109,89,126,126,2207,2354,6289,2686,3337
Virginia,Clarke,12902,259,486,270,290,130,418,301,288,640,1060,1118,765,365,99,54,0,10,13,0,61,40,0,39,40,4,66,39,24,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,3,0,1,0,0,0,27,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,71,59,0,78,41,0,58,38,41,1,36,0,0,0,82,41,199,154,193
Virginia,Craig,5092,164,227,26,120,11,151,108,264,193,447,313,279,167,13,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,44,66,100,55
Virginia,Culpeper,38439,1289,904,1731,741,418,974,1095,1233,2370,2846,2477,1853,895,221,123,178,148,123,239,100,228,224,761,630,498,305,142,14,0,12,0,0,0,0,0,0,33,0,0,0,0,0,33,51,68,0,14,31,5,12,43,16,39,36,12,0,0,0,3,0,0,65,0,0,0,0,0,0,0,0,397,284,278,136,138,162,123,216,419,420,108,50,28,0,0,0,169,280,1033,663,617
Virginia,Cumberland,6207,157,149,164,109,127,93,177,160,330,471,462,415,177,58,143,87,17,80,28,111,121,58,58,240,200,274,15,9,0,0,18,21,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,7,0,16,31,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,0,76,41,304,379,187
Virginia,Dickenson,14721,388,415,441,264,97,417,445,435,970,1034,1127,885,409,104,0,0,0,6,0,6,5,27,13,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,7,9,0,7,9,6,8,0,0,0,74,176,1138,436,348
Virginia,Dinwiddie,18269,560,698,397,318,199,478,548,489,1100,1417,1447,963,461,75,357,168,371,117,267,166,296,244,612,488,661,415,198,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,0,28,24,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,123,56,81,0,0,0,0,0,92,17,127,50,0,0,0,0,120,83,1136,406,352
Virginia,Essex,6129,131,58,188,18,15,192,99,108,388,334,525,451,237,64,173,138,158,108,0,204,116,86,171,288,302,192,53,25,0,0,0,0,25,0,0,30,0,0,0,19,0,0,0,0,0,17,0,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,56,83,302,108,163
Virginia,Fairfax,708761,21967,22168,21947,13924,8430,20813,21727,24505,47914,52658,49276,31349,13118,4880,3765,4287,3730,2425,1409,3498,4103,4171,8289,8014,6335,2956,1016,207,18,87,58,47,10,39,135,131,203,271,67,77,79,19,5195,6847,7098,4480,2279,6421,7320,7989,17226,16103,11380,6689,3094,803,0,19,139,3,63,25,41,25,121,0,20,26,0,0,9510,8074,7209,4199,2726,6811,7414,8402,16488,12077,7290,2963,924,332,364,364,3849,5673,12813,6545,8945
Virginia,Fauquier,60069,1712,1771,2233,1367,753,1576,1574,1699,3493,4768,4378,2886,1298,305,191,121,151,35,11,114,95,135,327,378,430,230,136,12,11,0,0,0,15,0,14,3,4,21,26,24,0,0,4,48,50,12,22,0,0,38,102,54,6,39,46,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,310,248,339,159,123,161,187,259,407,324,161,62,20,10,0,0,309,379,1146,620,763
Virginia,Floyd,14996,415,358,561,290,145,320,336,400,908,1104,1151,965,508,82,12,0,0,0,0,0,0,21,0,66,15,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,7,38,0,0,0,7,37,65,0,13,6,10,0,18,18,10,116,350,210,251
Virginia,Fluvanna,21206,502,577,600,382,202,465,449,566,1254,1402,1405,1196,711,137,33,66,134,52,88,64,22,0,273,202,295,105,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,33,0,27,0,0,0,0,27,0,45,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,72,12,60,50,17,41,0,63,94,19,39,0,48,0,33,33,202,169,569,463,313
Virginia,Franklin,49967,1095,1333,1441,887,555,1333,1237,1257,2510,3499,3983,3516,1743,215,116,126,138,64,133,94,127,267,304,256,312,275,87,3,0,0,10,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,113,61,41,57,50,78,131,80,41,0,0,0,0,57,57,317,575,1606,830,779
